subject_name;object_name;count;weight
Schlegel, August Wilhelm von;Tieck, Ludwig;1;0.1
Schlegel, Dorothea von;Brinckmann, Karl Gustav von;1;0.1
Schlegel, Friedrich von;Bernhardi, Sophie;1;0.1
Schlegel, Friedrich von;Frölich, Frau (Ehefrau von Heinrich Frölich);1;0.1
Schlegel, Friedrich von;Sander, Sophie;1;0.1
Schlegel, Friedrich von;Schüler, Johann Friedrich;1;0.1
